chunk_id,combined_text,id,title,title_en,title_ja,year,season,type,rating,tags,char_tags,cast,studio,music_composer,music_style,music_mood_tags,music_instruments,mal_url,anidb_url,image_url,poster_url,synopsis
ani_037,Tokyo Ghoul dark fantasy horror supernatural action,37,東京喰種トーキョーグール,Tokyo Ghoul,東京喰種トーキョーグール,2014,summer,TV,7.79,action|dark fantasy|horror|supernatural|psychological,half ghoul|investigator|one-eyed king|quinque user,Natsuki Hanae|Sora Amamiya|Daisuke Namikawa,Pierrot,Yutaka Yamada,dark rock,dark|intense|melancholic,electric guitar|strings|drums,https://myanimelist.net/anime/22319,https://anidb.net/anime/10636,https://cdn.myanimelist.net/images/anime/5/64449.jpg,https://cdn.myanimelist.net/images/anime/5/64449l.jpg,"College student Ken Kaneki is transformed into a half-ghoul after a near-fatal encounter, forcing him to straddle two worlds — the human life he cherishes and the violent ghoul society that now claims him. His struggle for identity unfolds in a dark, violent Tokyo where ghouls and humans are locked in a hidden war."
ani_038,Haikyuu volleyball sports school friendship competition,38,ハイキュー!!,Haikyuu!!,ハイキュー!!,2014,spring,TV,8.72,sports|comedy|drama|school|friendship,setter|ace|libero|wing spiker,Ayumu Murase|Koki Uchiyama|Ryunnosuke Ohara,Production I.G,Asami Tachibana,energetic pop,exciting|emotional|motivating,drums|guitar|brass,https://myanimelist.net/anime/20583,https://anidb.net/anime/10660,https://cdn.myanimelist.net/images/anime/7/76014.jpg,https://cdn.myanimelist.net/images/anime/7/76014l.jpg,"After being inspired by a volleyball match in middle school, Shoyo Hinata joins his high school team despite his short stature and limited experience. Paired with the brilliant but antisocial setter Kageyama, the two rivals-turned-partners push each other and their team toward the national stage in one of anime's most thrilling sports series."
ani_039,Kuroko's Basketball sports action school competition,39,黒子のバスケ,Kuroko's Basketball,黒子のバスケ,2012,spring,TV,8.04,sports|action|school|comedy|drama,phantom sixth man|miracle player|coach|rival,Kenshō Ono|Yuuki Ono|Daisuke Ono,Production I.G,Yoshihisa Hirano,hip hop sports,exciting|cool|intense,bass|drums|synthesizer,https://myanimelist.net/anime/11771,https://anidb.net/anime/9136,https://cdn.myanimelist.net/images/anime/5/34887.jpg,https://cdn.myanimelist.net/images/anime/5/34887l.jpg,"The virtually invisible Tetsuya Kuroko, a former member of the legendary Generation of Miracles basketball team, joins Seirin High School's team with the goal of defeating his former teammates. Working alongside the passionate Taiga Kagami, Kuroko uses his unique misdirection skills to pull upsets against some of basketball's most gifted players."
ani_040,Sword of the Stranger samurai historical action movie,40,ストレンヂア 無皇刃譚,Sword of the Stranger,ストレンヂア 無皇刃譚,2007,fall,Movie,8.27,action|historical|samurai|adventure|drama,ronin|ming warrior|child|lord,Tomoya Nagase|Yuri Chinen|Koji Kato,Bones,Naoki Sato,historical orchestral,epic|intense|dramatic,orchestra|taiko|shamisen,https://myanimelist.net/anime/2418,https://anidb.net/anime/5459,https://cdn.myanimelist.net/images/anime/1804/107122.jpg,https://cdn.myanimelist.net/images/anime/1804/107122l.jpg,"A wandering nameless swordsman takes in a young boy named Kotaro who is being hunted by Chinese warriors seeking a powerful weapon. Set in the final days of the Sengoku period, the film is a masterpiece of fluid sword-fighting animation and quiet storytelling about honor, protection, and redemption."
ani_041,Parasyte horror sci-fi psychological body horror thriller,41,寄生獣 セイの格率,Parasyte -the maxim-,寄生獣 セイの格率,2014,fall,TV,8.35,action|horror|sci-fi|psychological|drama,parasite host|parasite|detective|alien,Nobunaga Shimazaki|Aya Hirano|Kana Hanazawa,Madhouse,Ken Arai,electronic rock,dark|intense|unsettling,synthesizer|electric guitar|bass,https://myanimelist.net/anime/22535,https://anidb.net/anime/10706,https://cdn.myanimelist.net/images/anime/3/73178.jpg,https://cdn.myanimelist.net/images/anime/3/73178l.jpg,"High schooler Shinichi Izumi survives an alien parasite invasion when a Migi — a parasite that bonds with his right hand instead of his brain — saves him. The two must cooperate to survive as other parasites hunting humans see Shinichi as a threat, forcing him to question what it means to be human."
ani_042,Black Butler mystery supernatural butler demon Victoriana,42,黒執事,Black Butler,黒執事,2008,fall,TV,7.67,action|comedy|mystery|supernatural|historical,demon butler|earl|assassin|grim reaper,Maaya Sakamoto|Daisuke Ono|Nana Mizuki,A-1 Pictures,Taku Iwasaki,baroque gothic,dark|elegant|theatrical,harpsichord|organ|strings,https://myanimelist.net/anime/4898,https://anidb.net/anime/6168,https://cdn.myanimelist.net/images/anime/13/25932.jpg,https://cdn.myanimelist.net/images/anime/13/25932l.jpg,"In Victorian England, young nobleman Ciel Phantomhive forms a Faustian contract with the demon Sebastian Michaelis, who serves as his unflappable butler in exchange for Ciel's soul after he takes his revenge. Together they solve dark supernatural mysteries for the Queen while navigating the shadows of high society."
ani_043,Psycho-Pass dystopia sci-fi thriller police crime,43,PSYCHO-PASS サイコパス,Psycho-Pass,PSYCHO-PASS サイコパス,2012,fall,TV,8.37,action|sci-fi|dystopia|psychological|police,inspector|enforcer|criminally asymptomatic|analyst,Kana Hanazawa|Tomokazu Seki|Kenji Nojima,Production I.G,Yugo Kanno,electronic orchestral,dark|tense|cool,synthesizer|orchestra|electric guitar,https://myanimelist.net/anime/13601,https://anidb.net/anime/9176,https://cdn.myanimelist.net/images/anime/1/60344.jpg,https://cdn.myanimelist.net/images/anime/1/60344l.jpg,"In a future Japan, the Sibyl System measures every citizen's mental state and potential for crime, allowing the Public Safety Bureau to act before crimes occur. Rookie inspector Akane Tsunemori questions the ethics of the system alongside the enigmatic enforcer Shinya Kogami as they pursue a criminal who can outwit the system entirely."
ani_044,Angel Beats drama afterlife supernatural school comedy,44,Angel Beats!,Angel Beats!,Angel Beats!,2010,spring,TV,8.14,drama|comedy|supernatural|school|music,afterlife student|angel|rebel|musician,Hiroshi Kamiya|Harumi Sakurai|Eri Kitamura,P.A. Works,Jun Maeda,rock ballad,emotional|fun|bittersweet,electric guitar|piano|drums,https://myanimelist.net/anime/6547,https://anidb.net/anime/7174,https://cdn.myanimelist.net/images/anime/1094/111886.jpg,https://cdn.myanimelist.net/images/anime/1094/111886l.jpg,"A group of teenagers in an afterlife limbo form a rock band and rebel against the mysterious student council president Angel, refusing to move on and accept their deaths. As their battles unfold, each character confronts the unresolved regrets and traumas of their past lives in a series that balances comedy with emotional catharsis."
ani_045,K-On slice of life music school club comedy cute,45,けいおん！,K-On!,けいおん！,2009,spring,TV,7.95,slice of life|comedy|music|school|moe,guitarist|bassist|drummer|keyboardist,Aki Toyota|Yoko Hikasa|Satomi Sato,Kyoto Animation,Hajime Hyakkoku,J-pop rock,cute|fun|nostalgic,electric guitar|bass|drums|keyboard,https://myanimelist.net/anime/5680,https://anidb.net/anime/6664,https://cdn.myanimelist.net/images/anime/10/76121.jpg,https://cdn.myanimelist.net/images/anime/10/76121l.jpg,"Four high school girls form the Light Music Club almost by accident and spend their days practicing — or avoiding practice — making music together. A gentle and warm slice-of-life series about friendship, passion for music, and the bittersweet awareness of fleeting youth."
ani_046,Sword Art Online Alternative Gun Gale Online action game,46,ソードアート・オンライン オルタナティブ ガンゲイル・オンライン,Sword Art Online Alternative: Gun Gale Online,SAO オルタナティブ GGO,2018,spring,TV,7.12,action|game|sci-fi|military|adventure,pink devil|M|sniper|gamer girl,Tomori Kusunoki|Shōta Aoi|Shiori Izawa,Studio 3Hz,Masaru Yokoyama,electronic action,exciting|cool|intense,synthesizer|electric guitar|drums,https://myanimelist.net/anime/36475,https://anidb.net/anime/13765,https://cdn.myanimelist.net/images/anime/1788/93951.jpg,https://cdn.myanimelist.net/images/anime/1788/93951l.jpg,"Karen Kohiruimaki, a tall girl who feels out of place in the real world, finds confidence and freedom in the virtual reality shooter game Gun Gale Online. Her journey to become a top player leads her into a tournament with deadly stakes that blurs the line between the game and real life."
ani_047,Berserk dark fantasy horror action seinen classic,47,ベルセルク,Berserk,ベルセルク,1997,fall,TV,8.65,action|dark fantasy|horror|supernatural|seinen,black swordsman|white hawk|witch|apostle,Nobutoshi Canna|Toshiyuki Morikawa|Yuko Miyamura,OLM,Susumu Hirasawa,dark industrial,dark|epic|haunting,synthesizer|electric guitar|orchestra,https://myanimelist.net/anime/33,https://anidb.net/anime/66,https://cdn.myanimelist.net/images/anime/1384/119988.jpg,https://cdn.myanimelist.net/images/anime/1384/119988l.jpg,"Guts, a lone mercenary with a massive sword, joins the Band of the Hawk led by the charismatic Griffith and becomes his greatest warrior. A brutal, medieval dark fantasy that builds to one of anime's most devastating betrayals, exploring the price of ambition, friendship, and destiny."
ani_048,Samurai Champloo historical action hip hop samurai,48,サムライチャンプルー,Samurai Champloo,サムライチャンプルー,2004,spring,TV,8.5,action|adventure|historical|samurai|comedy,vagrant swordsman|ronin|girl|mugen fighter,Ginpei Sato|Kazuya Nakai|Ayako Kawasumi,Manglobe,Nujabes,hip hop jazz,cool|chill|energetic,turntables|bass|trumpet|drums,https://myanimelist.net/anime/205,https://anidb.net/anime/1929,https://cdn.myanimelist.net/images/anime/1300/76818.jpg,https://cdn.myanimelist.net/images/anime/1300/76818l.jpg,"In Edo-period Japan, a rag-tag trio — an unconventional swordsman, a fugitive female assassin, and a wandering vagrant — travel together on a journey tied to the woman's search for a sunflower-scented samurai. Blending hip-hop aesthetics with samurai action, it's a stylish and irreverent road trip through feudal Japan."
ani_049,Jojo's Bizarre Adventure action supernatural comedy stylish,49,ジョジョの奇妙な冒険,JoJo's Bizarre Adventure,ジョジョの奇妙な冒険,2012,fall,TV,8.09,action|adventure|supernatural|comedy|horror,stand user|Joestar|vampire|pillar man,Kazuyuki Okitsu|Akio Ohtsuka|Unshō Ishizuka,David Production,Yugo Kanno,dramatic rock,dramatic|cool|intense,orchestra|electric guitar|choir,https://myanimelist.net/anime/14719,https://anidb.net/anime/9181,https://cdn.myanimelist.net/images/anime/3/40833.jpg,https://cdn.myanimelist.net/images/anime/3/40833l.jpg,"Beginning in 1880s England, the Joestar family saga spans generations as each heir battles supernatural evil rooted in a mysterious stone mask. Each arc follows a new JoJo with a distinctive fighting style — from Ripple to Stands — in increasingly flamboyant and creative battles against iconic villains."
ani_050,Chainsaw Man dark action horror supernatural demon,50,チェンソーマン,Chainsaw Man,チェンソーマン,2022,fall,TV,8.54,action|dark fantasy|horror|supernatural|drama,devil hunter|chainsaw devil|fiend|gun devil,Kikunosuke Toya|Tomori Kusunoki|Shogo Saito,MAPPA,Kensuke Ushio,experimental electronic,intense|dark|chaotic,synthesizer|electric guitar|noise,https://myanimelist.net/anime/44511,https://anidb.net/anime/16782,https://cdn.myanimelist.net/images/anime/1806/126216.jpg,https://cdn.myanimelist.net/images/anime/1806/126216l.jpg,"Denji, a young man crushed by debt, fuses with his devil dog Pochita to become Chainsaw Man — a hybrid devil hunter working for the government's Public Safety Division. In a brutal world overrun by devils born from human fear, Denji pursues simple dreams while being pulled into increasingly violent and morally chaotic conflicts."
